fips_code,name,grid_id,net_generation_mwh,fuel_type,year
0279830,Two Rivers,215,567393,WAT,2021
0279830,Two Rivers,215,2984081,NG,2021
0279890,Tyonek,215,-3433,MWH,2021
0279890,Tyonek,215,672,JF,2021
0279890,Tyonek,215,38071,LFG,2021
0279890,Tyonek,215,92790,WC,2021
0279890,Tyonek,215,102061,WND,2021
0279890,Tyonek,215,106468,DFO,2021
0279890,Tyonek,215,273652,LIG,2021
0279890,Tyonek,215,375532,WO,2021
0279890,Tyonek,215,386453,SUB,2021
0279890,Tyonek,215,567393,WAT,2021
0279890,Tyonek,215,2984081,NG,2021
0280100,Ugashik,,,,
0280660,Unalakleet,194,682,WND,2021
0280660,Unalakleet,194,3556,DFO,2021
0280770,Unalaska,195,92227,DFO,2021
0281320,Upper Kalskag,52,1545,DFO,2021
0281920,Utqiagvik,221,1,DFO,2021
0281920,Utqiagvik,221,47330,NG,2021
0282200,Valdez,216,12132,DFO,2021
0282200,Valdez,216,25547,WO,2021
0282200,Valdez,216,58733,WAT,2021
0282420,Venetie,197,345,DFO,2021
0282750,Wainwright,166,7343,DFO,2021
0282860,Wales,90,661,DFO,2021
0283080,Wasilla,215,-3433,MWH,2021
0283080,Wasilla,215,672,JF,2021
0283080,Wasilla,215,38071,LFG,2021
0283080,Wasilla,215,92790,WC,2021
0283080,Wasilla,215,102061,WND,2021
0283080,Wasilla,215,106468,DFO,2021
0283080,Wasilla,215,273652,LIG,2021
0283080,Wasilla,215,375532,WO,2021
0283080,Wasilla,215,386453,SUB,2021
0283080,Wasilla,215,567393,WAT,2021
0283080,Wasilla,215,2984081,NG,2021
0284000,Whale Pass,213,485,DFO,2021
0284070,White Mountain,198,892,DFO,2021
0284120,Whitestone,215,-3433,MWH,2021
0284120,Whitestone,215,672,JF,2021
0284120,Whitestone,215,38071,LFG,2021
0284120,Whitestone,215,92790,WC,2021
0284120,Whitestone,215,102061,WND,2021
0284120,Whitestone,215,106468,DFO,2021
0284120,Whitestone,215,273652,LIG,2021
0284120,Whitestone,215,375532,WO,2021
0284120,Whitestone,215,386453,SUB,2021
0284120,Whitestone,215,567393,WAT,2021
0284120,Whitestone,215,2984081,NG,2021
0284200,Whitestone Logging Camp,,,,
0284510,Whittier,215,-3433,MWH,2021
0284510,Whittier,215,672,JF,2021
0284510,Whittier,215,38071,LFG,2021
0284510,Whittier,215,92790,WC,2021
0284510,Whittier,215,102061,WND,2021
0284510,Whittier,215,106468,DFO,2021
0284510,Whittier,215,273652,LIG,2021
0284510,Whittier,215,375532,WO,2021
0284510,Whittier,215,386453,SUB,2021
0284510,Whittier,215,567393,WAT,2021
0284510,Whittier,215,2984081,NG,2021
0285280,Willow,215,-3433,MWH,2021
0285280,Willow,215,672,JF,2021
0285280,Willow,215,38071,LFG,2021
0285280,Willow,215,92790,WC,2021
0285280,Willow,215,102061,WND,2021
0285280,Willow,215,106468,DFO,2021
0285280,Willow,215,273652,LIG,2021
0285280,Willow,215,375532,WO,2021
0285280,Willow,215,386453,SUB,2021
0285280,Willow,215,567393,WAT,2021
0285280,Willow,215,2984081,NG,2021
0285290,Willow Creek,216,12132,DFO,2021
0285290,Willow Creek,216,25547,WO,2021
0285290,Willow Creek,216,58733,WAT,2021
0285610,Wiseman,,,,
0285680,Womens Bay,223,-537,MWH,2021
0285680,Womens Bay,223,4,DFO,2021
0285680,Womens Bay,223,25238,WND,2021
0285680,Womens Bay,223,132333,WAT,2021
0286380,Wrangell,217,1278,DFO,2021
0286380,Wrangell,217,279424,WAT,2021
0286490,Yakutat,91,6507,DFO,2021
,,218,0,JF,2021
