fips_code,name,start_year,end_year,is_most_recent,estimated_pop_age_total,estimated_pop_age_under_5,estimated_pop_age_5_9,estimated_pop_age_10_14,estimated_pop_age_15_19,estimated_pop_age_20_24,estimated_pop_age_25_34,estimated_pop_age_35_44,estimated_pop_age_45_54,estimated_pop_age_55_59,estimated_pop_age_60_64,estimated_pop_age_65_74,estimated_pop_age_75_84,estimated_pop_age_85_plus,estimated_pop_age_median_age,estimated_pop_age_under_18,estimated_pop_age_18_plus,estimated_pop_age_21_plus,estimated_pop_age_62_plus,estimated_pop_age_65_plus,estimated_pop_total,estimated_pop_male,estimated_pop_female
0250080,Moose Creek,2018,2022,,584,17,14,0,38,175,59,51,97,46,34,53,0,0,29.8,54,530,484,53,53,,,
0250190,Moose Pass,2018,2022,,199,0,0,0,21,0,72,0,29,25,0,20,32,0,46.5,0,199,178,52,52,,,
0250800,Mosquito Lake,2018,2022,,154,0,0,0,0,0,0,0,79,6,10,59,0,0,54.7,0,154,154,59,59,,,
0251180,Mountain Village,2018,2022,,884,60,144,94,112,36,134,76,55,64,72,8,27,2,22.6,376,508,455,92,37,,,
0251455,Mud Bay,2018,2022,,62,0,0,0,0,0,0,0,8,0,25,22,7,0,63.9,0,62,62,54,29,,,
0251960,Nabesna,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0252060,Naknek,2018,2022,,418,19,22,19,16,21,123,29,32,33,56,21,21,6,32.6,72,346,342,70,48,,,
0252210,Nanwalek,2018,2022,,172,0,6,19,39,11,7,12,9,13,35,21,0,0,39.3,44,128,108,34,21,,,
0252390,Napakiak,2018,2022,,692,67,75,98,74,34,72,84,80,36,31,29,12,0,23,292,400,378,61,41,,,
0252720,Napaskiak,2018,2022,,582,60,55,93,67,21,70,76,34,18,9,76,3,0,22.5,250,332,305,79,79,,,
0252845,Naukati Bay,2018,2022,,120,0,11,0,0,10,16,13,0,35,27,8,0,0,58.3,11,109,109,26,8,,,
0252915,Nelchina,2018,2022,,135,0,0,27,17,0,0,40,34,0,17,0,0,0,39.6,44,91,91,17,0,,,
0252940,Nelson Lagoon,2018,2022,,94,0,0,0,0,24,7,0,29,3,9,15,7,0,50.4,0,94,94,28,22,,,
0253050,Nenana,2018,2022,,508,75,60,35,24,12,61,58,42,28,20,65,17,11,31.8,194,314,314,105,93,,,
0253710,New Stuyahok,2018,2022,,603,43,48,61,55,31,86,40,94,18,71,41,13,2,32.9,183,420,389,126,56,,,
0253270,Newhalen,2018,2022,,92,5,17,10,6,8,19,3,9,6,9,0,0,0,25,33,59,54,6,0,,,
0253820,Newtok,2018,2022,,96,7,5,6,16,11,13,13,7,2,3,10,3,0,31.2,29,67,59,13,13,,,
0253930,Nightmute,2018,2022,,70,0,6,3,9,7,11,6,17,5,0,6,0,0,33.7,15,55,48,6,6,,,
0254050,Nikiski,2018,2022,,4405,367,356,349,237,275,605,577,187,170,342,591,297,52,35.2,1257,3148,3032,1182,940,,,
0254085,Nikolaevsk,2018,2022,,204,4,6,22,11,0,23,31,15,24,19,36,8,5,47.5,43,161,161,63,49,,,
0254150,Nikolai,2018,2022,,87,5,6,0,0,0,31,7,19,3,7,3,3,3,36.4,11,76,76,13,9,,,
0254260,Nikolski,2018,2022,,12,0,4,2,3,0,2,0,0,0,1,0,0,0,14.5,9,3,3,0,0,,,
0254480,Ninilchik,2018,2022,,964,98,41,56,70,20,102,68,79,83,121,153,60,13,51.3,218,746,699,306,226,,,
0254700,Noatak,2018,2022,,536,43,41,92,36,49,86,32,57,31,32,24,6,7,25.8,200,336,313,56,37,,,
0254920,Nome,2018,2022,,3710,339,287,341,240,297,577,509,487,250,150,149,66,18,31,1127,2583,2475,303,233,,,
0255030,Nondalton,2018,2022,,40,0,0,0,1,2,6,0,11,2,8,10,0,0,55,1,39,37,10,10,,,
0255140,Noorvik,2018,2022,,654,71,67,83,58,34,76,58,62,30,67,29,16,3,26.7,261,393,367,108,48,,,
0255745,North Lakes,2018,2022,,10262,564,828,821,784,719,1315,1479,1135,703,661,893,284,76,35.6,2681,7581,7107,1688,1253,,,
0255910,North Pole,2018,2022,,2816,278,386,248,118,226,686,470,93,79,84,123,14,11,28.4,970,1846,1729,164,148,,,
0256220,Northway,2018,2022,,252,30,30,43,16,0,4,23,25,6,0,40,18,17,37,119,133,133,75,75,,,
0256320,Nuiqsut,2018,2022,,564,94,79,36,56,49,75,59,29,20,7,42,9,9,23.5,235,329,299,65,60,,,
0256350,Nulato,2018,2022,,249,25,14,13,6,19,33,44,22,11,22,29,11,0,37.6,58,191,191,56,40,,,
0256600,Nunam Iqua,2018,2022,,59,9,7,0,11,10,0,3,3,6,0,10,0,0,21.8,22,37,32,10,10,,,
0256680,Nunapitchuk,2018,2022,,827,126,122,90,44,78,80,81,40,41,38,62,21,4,21.9,362,465,429,109,87,,,
0257340,Old Harbor,2018,2022,,155,15,15,3,3,27,17,11,21,19,9,11,3,1,32.8,36,119,119,18,15,,,
0258330,Oscarville,2018,2022,,88,14,11,5,12,8,13,13,6,3,0,0,0,3,20.5,30,58,42,3,3,,,
0258550,Ouzinkie,2018,2022,,90,1,6,1,7,2,8,17,5,14,9,14,6,0,54,15,75,75,26,20,,,
0258660,Palmer,2018,2022,,6091,458,353,376,547,545,1149,676,640,293,261,491,246,56,31.2,1447,4644,4226,925,793,,,
0259320,Paxson,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0259540,Pedro Bay,2018,2022,,13,2,0,0,0,0,1,0,0,6,2,0,2,0,57.5,2,11,11,2,2,,,
0259650,Pelican,2018,2022,,57,0,0,0,0,9,10,0,22,1,0,12,3,0,48.6,0,57,57,15,15,,,
0260200,Perryville,2018,2022,,85,12,6,11,13,5,6,12,6,5,4,5,0,0,20.3,36,49,41,9,5,,,
0260310,Petersburg,2018,2022,,3317,148,161,178,178,158,352,302,324,431,264,491,287,43,49.8,606,2711,2596,1008,821,,,
0260460,Petersville,2018,2022,,38,0,12,0,0,0,0,6,7,0,0,13,0,0,52.1,12,26,26,13,13,,,
0260640,Pilot Point,2018,2022,,72,9,5,6,8,0,8,8,8,5,1,10,4,0,35,22,50,44,15,14,,,
0260750,Pilot Station,2018,2022,,380,41,39,44,43,31,64,38,24,11,10,17,13,5,23.4,145,235,209,38,35,,,
0260860,Pitkas Point,2018,2022,,239,21,29,35,28,18,35,24,15,8,11,13,2,0,22.4,109,130,123,26,15,,,
0261080,Platinum,2018,2022,,23,0,0,3,0,9,0,6,3,0,0,2,0,0,23.8,3,20,18,2,2,,,
0261120,Pleasant Valley,2018,2022,,623,0,35,101,45,0,64,56,238,38,0,0,46,0,46.1,181,442,442,46,46,,,
0261190,Point Baker,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0261630,Point Hope,2018,2022,,649,95,81,62,61,28,113,73,38,21,21,27,19,10,24.7,273,376,333,64,56,,,
0261700,Point Lay,2018,2022,,172,14,19,21,22,11,44,19,12,4,0,6,0,0,23.8,75,97,96,6,6,,,
0261788,Point MacKenzie,2018,2022,,1707,11,0,19,106,161,244,303,511,121,141,57,33,0,45.2,107,1600,1571,199,90,,,
0261825,Point Possession,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0262125,Pope-Vannoy Landing,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0262510,Port Alexander,2018,2022,,39,0,2,1,0,0,0,10,3,4,8,10,1,0,57.8,3,36,36,19,11,,,
0262620,Port Alsworth,2018,2022,,158,11,9,8,9,15,74,20,1,5,0,2,0,4,33.3,30,128,118,6,6,,,
0263170,Port Clarence,2018,2022,,40,0,0,0,0,32,0,8,0,0,0,0,0,0,21.7,0,40,29,0,0,,,
0263280,Port Graham,2018,2022,,142,25,5,10,6,10,17,20,9,8,18,9,2,3,34.3,46,96,96,25,14,,,
0263390,Port Heiden,2018,2022,,63,3,7,6,2,5,8,11,3,6,8,4,0,0,36.3,18,45,42,7,4,,,
0263610,Port Lions,2018,2022,,124,2,5,4,3,11,13,9,8,13,19,24,8,5,56.8,14,110,108,49,37,,,
0263870,Port Protection,2018,2022,,14,0,0,0,0,0,0,0,0,14,0,0,0,0,,0,14,14,0,0,,,
0262285,Portage Creek,2018,2022,,3,0,0,0,0,1,0,0,0,0,2,0,0,0,,0,3,2,0,0,,,
0264240,Primrose,2018,2022,,84,8,8,0,0,0,24,29,0,0,15,0,0,0,35.2,16,68,68,15,0,,,
0264380,Prudhoe Bay,2018,2022,,1986,0,0,0,8,88,531,430,409,262,195,63,0,0,42.7,0,1986,1971,135,63,,,
0264600,Quinhagak,2018,2022,,1079,151,102,129,91,61,134,117,85,56,52,64,37,0,25.6,457,622,588,128,101,,,
0264820,Rampart,2018,2022,,41,3,4,12,0,0,4,4,0,0,0,9,5,0,33.4,19,22,22,14,14,,,
0264930,Red Devil,2018,2022,,6,0,0,0,0,0,0,6,0,0,0,0,0,0,,0,6,6,0,0,,,
0264980,Red Dog Mine,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0265345,Ridgeway,2018,2022,,2749,235,191,230,184,50,308,266,399,193,244,260,163,26,42.8,826,1923,1901,530,449,,,
0265590,Ruby,2018,2022,,194,26,19,10,16,20,9,19,10,7,9,37,8,4,27.8,58,136,120,51,49,,,
0265700,Russian Mission,2018,2022,,51,12,4,4,0,8,0,0,7,3,0,13,0,0,24.4,20,31,31,13,13,,,
0265800,Saint George,2018,2022,,57,3,0,4,4,0,15,14,1,0,4,12,0,0,39.2,9,48,46,14,12,,,
0266140,Saint Mary's,2018,2022,,992,130,65,125,79,109,145,83,109,53,28,39,18,9,24.6,365,627,564,84,66,,,
0266360,Saint Michael,2018,2022,,308,34,38,41,43,26,36,38,18,7,12,12,3,0,19.7,140,168,144,24,15,,,
0266470,Saint Paul,2018,2022,,349,18,15,14,40,11,60,27,75,16,20,45,8,0,44,81,268,259,66,53,,,
0266510,Salamatof,2018,2022,,1189,42,28,31,73,140,169,182,165,134,65,102,41,17,40.6,131,1058,1000,207,160,,,
0266550,Salcha,2018,2022,,689,0,16,38,16,9,150,94,68,77,125,79,15,2,50.7,67,622,619,176,96,,,
0267020,Sand Point,2018,2022,,1048,23,28,41,39,48,137,150,185,120,99,132,46,0,48.3,125,923,917,201,178,,,
0267460,Savoonga,2018,2022,,823,66,89,82,111,68,152,68,53,42,22,37,25,8,24.8,300,523,465,78,70,,,
0267570,Saxman,2018,2022,,361,18,21,17,16,23,36,28,74,17,25,37,49,0,48.2,58,303,289,102,86,,,
0267680,Scammon Bay,2018,2022,,506,87,71,52,35,51,76,61,16,11,17,18,11,0,21.2,236,270,258,34,29,,,
0268230,Selawik,2018,2022,,557,84,70,62,49,30,51,88,29,7,55,14,18,0,21.9,251,306,285,67,32,,,
0268340,Seldovia,2018,2022,,182,17,3,7,20,4,8,0,22,13,30,42,16,0,58.3,39,143,131,72,58,,,
0268370,Seldovia Village,2018,2022,,209,0,10,15,9,0,12,18,63,15,11,22,28,6,53.2,29,180,175,63,56,,,
0268560,Seward,2018,2022,,2768,103,164,225,93,83,417,440,339,201,228,333,55,87,43.8,574,2194,2171,578,475,,,
0268670,Shageluk,2018,2022,,65,5,21,2,4,0,1,13,10,0,4,5,0,0,29.5,28,37,33,5,5,,,
0268890,Shaktoolik,2018,2022,,312,20,49,41,26,12,52,26,37,12,10,23,4,0,28.4,128,184,172,32,27,,,
0269770,Shishmaref,2018,2022,,568,50,62,66,44,22,74,77,82,14,22,47,6,2,30.2,213,355,342,66,55,,,
0270100,Shungnak,2018,2022,,244,30,22,33,14,15,44,30,15,11,9,21,0,0,27.1,92,152,140,25,21,,,
0270320,Silver Springs,2018,2022,,106,11,0,0,2,10,15,0,12,32,18,6,0,0,55.8,13,93,89,10,6,,,
0270540,Sitka,2018,2022,,8462,398,469,534,505,485,1222,1196,1015,542,721,814,436,125,39.5,1709,6753,6496,1779,1375,,,
0270760,Skagway,2018,2022,,1179,75,46,46,59,91,251,187,188,32,83,80,35,6,35.8,191,988,939,182,121,,,
0270870,Skwentna,2018,2022,,63,7,0,0,0,0,9,7,0,7,16,13,4,0,60.1,7,56,56,17,17,,,
0270930,Slana,2018,2022,,81,0,0,0,0,0,0,0,0,0,15,22,44,0,76.1,0,81,81,81,66,,,
0271090,Sleetmute,2018,2022,,73,5,10,6,5,7,12,4,16,0,2,6,0,0,27.5,24,49,45,6,6,,,
0271640,Soldotna,2018,2022,,4394,232,363,160,363,196,721,455,545,329,271,471,167,121,37.1,953,3441,3256,873,759,,,
0272135,South Lakes,2018,2022,,6414,555,338,444,506,579,955,817,817,406,279,520,161,37,32.8,1647,4767,4459,914,718,,,
0272190,South Naknek,2018,2022,,53,0,0,0,0,2,6,12,7,7,5,10,4,0,53.5,0,53,53,17,14,,,
0272230,South Van Horn,2018,2022,,478,12,62,56,26,8,40,108,53,23,6,70,14,0,37.7,156,322,322,90,84,,,
0272960,Stebbins,2018,2022,,654,75,70,72,45,42,85,72,65,54,17,54,3,0,27.5,246,408,388,72,57,,,
0272985,Steele Creek,2018,2022,,6542,221,298,401,749,636,396,978,1070,443,606,520,196,28,39.1,1251,5291,4841,1217,744,,,
0273070,Sterling,2018,2022,,6307,184,533,193,399,406,650,541,889,400,686,883,478,65,47.6,1169,5138,4834,1678,1426,,,
0273290,Stevens Village,2018,2022,,9,0,0,0,0,0,3,0,3,3,0,0,0,0,52.5,0,9,9,0,0,,,
0273400,Stony River,2018,2022,,41,5,9,6,0,0,9,3,3,3,1,2,0,0,26.1,20,21,21,3,2,,,
0273950,Sunrise,2018,2022,,14,0,0,0,0,0,0,0,0,0,0,14,0,0,,0,14,14,14,14,,,
0274340,Susitna,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0274350,Susitna North,2018,2022,,1543,78,57,124,74,50,216,185,186,148,145,229,51,0,44.2,297,1246,1194,367,280,,,
0274525,Sutton-Alpine,2018,2022,,1323,36,66,52,35,133,241,151,225,73,124,142,39,6,40.5,177,1146,1120,264,187,,,
0274610,Takotna,2018,2022,,58,9,13,13,0,0,14,3,3,1,0,2,0,0,11.5,35,23,23,2,2,,,
