fips_code,name,grid,capacity_mw,fuel_type,year
0226100,Fort Greely,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0226100,Fort Greely,Railbelt Grid,1.9,Solar,2021
0226100,Fort Greely,Railbelt Grid,104.8,Subbituminous Coal,2021
0226100,Fort Greely,Railbelt Grid,1403.7,Natural Gas,2021
0226100,Fort Greely,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0226100,Fort Greely,Railbelt Grid,90.0,Lignite Coal,2021
0226100,Fort Greely,Railbelt Grid,11.5,Landfill Gas,2021
0226100,Fort Greely,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0226760,Fort Yukon,Fort Yukon Grid,2.8,Distillate Fuel Oil,2021
0226835,Four Mile Road,Railbelt Grid,60.0,Waste Oil,2021
0226835,Four Mile Road,Railbelt Grid,44.5,Wind,2021
0226835,Four Mile Road,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0226835,Four Mile Road,Railbelt Grid,1.9,Solar,2021
0226835,Four Mile Road,Railbelt Grid,104.8,Subbituminous Coal,2021
0226835,Four Mile Road,Railbelt Grid,1403.7,Natural Gas,2021
0226835,Four Mile Road,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0226835,Four Mile Road,Railbelt Grid,90.0,Lignite Coal,2021
0226835,Four Mile Road,Railbelt Grid,11.5,Landfill Gas,2021
0226835,Four Mile Road,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0226870,Fox,Railbelt Grid,60.0,Waste Oil,2021
0226870,Fox,Railbelt Grid,44.5,Wind,2021
0226870,Fox,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0226870,Fox,Railbelt Grid,1.9,Solar,2021
0226870,Fox,Railbelt Grid,104.8,Subbituminous Coal,2021
0226870,Fox,Railbelt Grid,1403.7,Natural Gas,2021
0226870,Fox,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0226870,Fox,Railbelt Grid,90.0,Lignite Coal,2021
0226870,Fox,Railbelt Grid,11.5,Landfill Gas,2021
0226870,Fox,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0226910,Fox River,Railbelt Grid,60.0,Waste Oil,2021
0226910,Fox River,Railbelt Grid,44.5,Wind,2021
0226910,Fox River,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0226910,Fox River,Railbelt Grid,1.9,Solar,2021
0226910,Fox River,Railbelt Grid,104.8,Subbituminous Coal,2021
0226910,Fox River,Railbelt Grid,1403.7,Natural Gas,2021
0226910,Fox River,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0226910,Fox River,Railbelt Grid,90.0,Lignite Coal,2021
0226910,Fox River,Railbelt Grid,11.5,Landfill Gas,2021
0226910,Fox River,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0227090,Fritz Creek,Railbelt Grid,60.0,Waste Oil,2021
0227090,Fritz Creek,Railbelt Grid,44.5,Wind,2021
0227090,Fritz Creek,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0227090,Fritz Creek,Railbelt Grid,1.9,Solar,2021
0227090,Fritz Creek,Railbelt Grid,104.8,Subbituminous Coal,2021
0227090,Fritz Creek,Railbelt Grid,1403.7,Natural Gas,2021
0227090,Fritz Creek,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0227090,Fritz Creek,Railbelt Grid,90.0,Lignite Coal,2021
0227090,Fritz Creek,Railbelt Grid,11.5,Landfill Gas,2021
0227090,Fritz Creek,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0227145,Funny River,Railbelt Grid,60.0,Waste Oil,2021
0227145,Funny River,Railbelt Grid,44.5,Wind,2021
0227145,Funny River,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0227145,Funny River,Railbelt Grid,1.9,Solar,2021
0227145,Funny River,Railbelt Grid,104.8,Subbituminous Coal,2021
0227145,Funny River,Railbelt Grid,1403.7,Natural Gas,2021
0227145,Funny River,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0227145,Funny River,Railbelt Grid,90.0,Lignite Coal,2021
0227145,Funny River,Railbelt Grid,11.5,Landfill Gas,2021
0227145,Funny River,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0227420,Gakona,,,,
0227530,Galena,Galena Grid,3.9,Distillate Fuel Oil,2021
0227640,Gambell,Gambell Grid,0.3,Wind,2021
0227640,Gambell,Gambell Grid,2.0,Distillate Fuel Oil,2021
0227700,Game Creek,,,,
0228200,Gateway,Railbelt Grid,60.0,Waste Oil,2021
0228200,Gateway,Railbelt Grid,44.5,Wind,2021
0228200,Gateway,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0228200,Gateway,Railbelt Grid,1.9,Solar,2021
0228200,Gateway,Railbelt Grid,104.8,Subbituminous Coal,2021
0228200,Gateway,Railbelt Grid,1403.7,Natural Gas,2021
0228200,Gateway,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0228200,Gateway,Railbelt Grid,90.0,Lignite Coal,2021
0228200,Gateway,Railbelt Grid,11.5,Landfill Gas,2021
0228200,Gateway,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0228590,Glacier View,Copper Valley Grid,5.3,Waste Oil,2021
0228590,Glacier View,Copper Valley Grid,18.5,Water at Hydroelectric Turbine,2021
0228590,Glacier View,Copper Valley Grid,17.8,Distillate Fuel Oil,2021
0228740,Glennallen,Copper Valley Grid,5.3,Waste Oil,2021
0228740,Glennallen,Copper Valley Grid,18.5,Water at Hydroelectric Turbine,2021
0228740,Glennallen,Copper Valley Grid,17.8,Distillate Fuel Oil,2021
0229130,Goldstream,Railbelt Grid,60.0,Waste Oil,2021
0229130,Goldstream,Railbelt Grid,44.5,Wind,2021
0229130,Goldstream,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0229130,Goldstream,Railbelt Grid,1.9,Solar,2021
0229130,Goldstream,Railbelt Grid,104.8,Subbituminous Coal,2021
0229130,Goldstream,Railbelt Grid,1403.7,Natural Gas,2021
0229130,Goldstream,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0229130,Goldstream,Railbelt Grid,90.0,Lignite Coal,2021
0229130,Goldstream,Railbelt Grid,11.5,Landfill Gas,2021
0229130,Goldstream,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0229180,Golovin,Golovin Grid,0.7,Distillate Fuel Oil,2021
0229290,Goodnews Bay,Goodnews Bay Grid,0.6,Distillate Fuel Oil,2021
0230060,Grayling,Grayling Grid,0.4,Distillate Fuel Oil,2021
0230500,Gulkana,Copper Valley Grid,5.3,Waste Oil,2021
0230500,Gulkana,Copper Valley Grid,18.5,Water at Hydroelectric Turbine,2021
0230500,Gulkana,Copper Valley Grid,17.8,Distillate Fuel Oil,2021
0230940,Gustavus,Gustavus Grid,0.8,Water at Hydroelectric Turbine,2021
0230940,Gustavus,Gustavus Grid,1.4,Distillate Fuel Oil,2021
0231050,Haines,Upper Lynn Canal Grid,9.8,Water at Hydroelectric Turbine,2021
0231050,Haines,Upper Lynn Canal Grid,14.9,Distillate Fuel Oil,2021
0231270,Halibut Cove,Railbelt Grid,60.0,Waste Oil,2021
0231270,Halibut Cove,Railbelt Grid,44.5,Wind,2021
0231270,Halibut Cove,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0231270,Halibut Cove,Railbelt Grid,1.9,Solar,2021
0231270,Halibut Cove,Railbelt Grid,104.8,Subbituminous Coal,2021
0231270,Halibut Cove,Railbelt Grid,1403.7,Natural Gas,2021
0231270,Halibut Cove,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0231270,Halibut Cove,Railbelt Grid,90.0,Lignite Coal,2021
0231270,Halibut Cove,Railbelt Grid,11.5,Landfill Gas,2021
0231270,Halibut Cove,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0231710,Happy Valley,Railbelt Grid,60.0,Waste Oil,2021
0231710,Happy Valley,Railbelt Grid,44.5,Wind,2021
0231710,Happy Valley,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0231710,Happy Valley,Railbelt Grid,1.9,Solar,2021
0231710,Happy Valley,Railbelt Grid,104.8,Subbituminous Coal,2021
0231710,Happy Valley,Railbelt Grid,1403.7,Natural Gas,2021
0231710,Happy Valley,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0231710,Happy Valley,Railbelt Grid,90.0,Lignite Coal,2021
0231710,Happy Valley,Railbelt Grid,11.5,Landfill Gas,2021
0231710,Happy Valley,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0231765,Harding-Birch Lakes,Railbelt Grid,60.0,Waste Oil,2021
0231765,Harding-Birch Lakes,Railbelt Grid,44.5,Wind,2021
0231765,Harding-Birch Lakes,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0231765,Harding-Birch Lakes,Railbelt Grid,1.9,Solar,2021
0231765,Harding-Birch Lakes,Railbelt Grid,104.8,Subbituminous Coal,2021
0231765,Harding-Birch Lakes,Railbelt Grid,1403.7,Natural Gas,2021
0231765,Harding-Birch Lakes,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0231765,Harding-Birch Lakes,Railbelt Grid,90.0,Lignite Coal,2021
0231765,Harding-Birch Lakes,Railbelt Grid,11.5,Landfill Gas,2021
0231765,Harding-Birch Lakes,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0232150,Healy,Railbelt Grid,60.0,Waste Oil,2021
0232150,Healy,Railbelt Grid,44.5,Wind,2021
0232150,Healy,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0232150,Healy,Railbelt Grid,1.9,Solar,2021
0232150,Healy,Railbelt Grid,104.8,Subbituminous Coal,2021
0232150,Healy,Railbelt Grid,1403.7,Natural Gas,2021
0232150,Healy,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0232150,Healy,Railbelt Grid,90.0,Lignite Coal,2021
0232150,Healy,Railbelt Grid,11.5,Landfill Gas,2021
0232150,Healy,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0232310,Healy Lake,Healy Lake Grid,0.1,Distillate Fuel Oil,2021
0232550,Hobart Bay,,,,
0232810,Hollis,Prince of Wales Island Grid,11.5,Water at Hydroelectric Turbine,2021
0232810,Hollis,Prince of Wales Island Grid,15.1,Distillate Fuel Oil,2021
0233030,Holy Cross,Holy Cross Grid,0.6,Distillate Fuel Oil,2021
0233140,Homer,Railbelt Grid,60.0,Waste Oil,2021
0233140,Homer,Railbelt Grid,44.5,Wind,2021
0233140,Homer,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0233140,Homer,Railbelt Grid,1.9,Solar,2021
0233140,Homer,Railbelt Grid,104.8,Subbituminous Coal,2021
0233140,Homer,Railbelt Grid,1403.7,Natural Gas,2021
0233140,Homer,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0233140,Homer,Railbelt Grid,90.0,Lignite Coal,2021
0233140,Homer,Railbelt Grid,11.5,Landfill Gas,2021
0233140,Homer,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0233360,Hoonah,Hoonah Grid,0.5,Water at Hydroelectric Turbine,2021
0233360,Hoonah,Hoonah Grid,2.0,Distillate Fuel Oil,2021
0233470,Hooper Bay,Hooper Bay Grid,0.3,Wind,2021
0233470,Hooper Bay,Hooper Bay Grid,2.2,Distillate Fuel Oil,2021
0233580,Hope,Railbelt Grid,60.0,Waste Oil,2021
0233580,Hope,Railbelt Grid,44.5,Wind,2021
0233580,Hope,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0233580,Hope,Railbelt Grid,1.9,Solar,2021
0233580,Hope,Railbelt Grid,104.8,Subbituminous Coal,2021
0233580,Hope,Railbelt Grid,1403.7,Natural Gas,2021
0233580,Hope,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0233580,Hope,Railbelt Grid,90.0,Lignite Coal,2021
0233580,Hope,Railbelt Grid,11.5,Landfill Gas,2021
0233580,Hope,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0233800,Houston,Railbelt Grid,60.0,Waste Oil,2021
0233800,Houston,Railbelt Grid,44.5,Wind,2021
0233800,Houston,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0233800,Houston,Railbelt Grid,1.9,Solar,2021
0233800,Houston,Railbelt Grid,104.8,Subbituminous Coal,2021
0233800,Houston,Railbelt Grid,1403.7,Natural Gas,2021
0233800,Houston,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0233800,Houston,Railbelt Grid,90.0,Lignite Coal,2021
0233800,Houston,Railbelt Grid,11.5,Landfill Gas,2021
0233800,Houston,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0233910,Hughes,Hughes Grid,0.1,Solar,2021
0233910,Hughes,Hughes Grid,0.3,Electricity used for Energy Storage,2021
0233910,Hughes,Hughes Grid,0.4,Distillate Fuel Oil,2021
0234350,Huslia,Huslia Grid,0.8,Distillate Fuel Oil,2021
0234460,Hydaburg,Prince of Wales Island Grid,11.5,Water at Hydroelectric Turbine,2021
0234460,Hydaburg,Prince of Wales Island Grid,15.1,Distillate Fuel Oil,2021
0234570,Hyder,,,,
0234790,Igiugig,Igiugig Grid,0.0,Water at Hydroelectric Turbine,2021
0234790,Igiugig,Igiugig Grid,0.1,Electricity used for Energy Storage,2021
0234790,Igiugig,Igiugig Grid,0.2,Distillate Fuel Oil,2021
0235120,Iliamna,Newhalen Grid,0.8,Water at Hydroelectric Turbine,2021
0235120,Iliamna,Newhalen Grid,0.9,Distillate Fuel Oil,2021
0235890,Ivanof Bay,,,,
0236400,Juneau,Juneau Grid,106.6,Water at Hydroelectric Turbine,2021
0236400,Juneau,Juneau Grid,147.7,Distillate Fuel Oil,2021
0236540,Kachemak,Railbelt Grid,60.0,Waste Oil,2021
0236540,Kachemak,Railbelt Grid,44.5,Wind,2021
0236540,Kachemak,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0236540,Kachemak,Railbelt Grid,1.9,Solar,2021
0236540,Kachemak,Railbelt Grid,104.8,Subbituminous Coal,2021
0236540,Kachemak,Railbelt Grid,1403.7,Natural Gas,2021
0236540,Kachemak,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0236540,Kachemak,Railbelt Grid,90.0,Lignite Coal,2021
0236540,Kachemak,Railbelt Grid,11.5,Landfill Gas,2021
0236540,Kachemak,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0236770,Kake,Kake Grid,0.5,Water at Hydroelectric Turbine,2021
0236770,Kake,Kake Grid,3.1,Distillate Fuel Oil,2021
0236990,Kaktovik,Kaktovik Grid,2.6,Distillate Fuel Oil,2021
0237250,Kalifornsky,Railbelt Grid,60.0,Waste Oil,2021
0237250,Kalifornsky,Railbelt Grid,44.5,Wind,2021
0237250,Kalifornsky,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0237250,Kalifornsky,Railbelt Grid,1.9,Solar,2021
0237250,Kalifornsky,Railbelt Grid,104.8,Subbituminous Coal,2021
0237250,Kalifornsky,Railbelt Grid,1403.7,Natural Gas,2021
0237250,Kalifornsky,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0237250,Kalifornsky,Railbelt Grid,90.0,Lignite Coal,2021
0237250,Kalifornsky,Railbelt Grid,11.5,Landfill Gas,2021
0237250,Kalifornsky,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0237430,Kaltag,Kaltag Grid,0.0,Solar,2021
0237430,Kaltag,Kaltag Grid,0.8,Distillate Fuel Oil,2021
0237540,Karluk,Karluk Grid,0.2,Distillate Fuel Oil,2021
0237650,Kasaan,Prince of Wales Island Grid,11.5,Water at Hydroelectric Turbine,2021
0237650,Kasaan,Prince of Wales Island Grid,15.1,Distillate Fuel Oil,2021
0237975,Kasigluk,Kasigluk Grid,0.3,Wind,2021
0237975,Kasigluk,Kasigluk Grid,3.0,Distillate Fuel Oil,2021
0238090,Kasilof,Railbelt Grid,60.0,Waste Oil,2021
0238090,Kasilof,Railbelt Grid,44.5,Wind,2021
0238090,Kasilof,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0238090,Kasilof,Railbelt Grid,1.9,Solar,2021
0238090,Kasilof,Railbelt Grid,104.8,Subbituminous Coal,2021
0238090,Kasilof,Railbelt Grid,1403.7,Natural Gas,2021
0238090,Kasilof,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0238090,Kasilof,Railbelt Grid,90.0,Lignite Coal,2021
0238090,Kasilof,Railbelt Grid,11.5,Landfill Gas,2021
0238090,Kasilof,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0238420,Kenai,Railbelt Grid,60.0,Waste Oil,2021
0238420,Kenai,Railbelt Grid,44.5,Wind,2021
0238420,Kenai,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0238420,Kenai,Railbelt Grid,1.9,Solar,2021
0238420,Kenai,Railbelt Grid,104.8,Subbituminous Coal,2021
0238420,Kenai,Railbelt Grid,1403.7,Natural Gas,2021
0238420,Kenai,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0238420,Kenai,Railbelt Grid,90.0,Lignite Coal,2021
0238420,Kenai,Railbelt Grid,11.5,Landfill Gas,2021
0238420,Kenai,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0238910,Kenny Lake,Copper Valley Grid,5.3,Waste Oil,2021
0238910,Kenny Lake,Copper Valley Grid,18.5,Water at Hydroelectric Turbine,2021
0238910,Kenny Lake,Copper Valley Grid,17.8,Distillate Fuel Oil,2021
0238970,Ketchikan,SEAPA Grid,63.3,Water at Hydroelectric Turbine,2021
0238970,Ketchikan,SEAPA Grid,47.3,Distillate Fuel Oil,2021
0239300,Kiana,Kiana Grid,1.2,Distillate Fuel Oil,2021
0239410,King Cove,King Cove Grid,1.2,Water at Hydroelectric Turbine,2021
0239410,King Cove,King Cove Grid,1.8,Distillate Fuel Oil,2021
0239630,King Salmon,Naknek Grid,16.5,Distillate Fuel Oil,2021
0239740,Kipnuk,Kipnuk Grid,0.6,Wind,2021
0239740,Kipnuk,Kipnuk Grid,1.4,Distillate Fuel Oil,2021
0239960,Kivalina,Kivalina Grid,1.1,Distillate Fuel Oil,2021
0240400,Klawock,Prince of Wales Island Grid,11.5,Water at Hydroelectric Turbine,2021
0240400,Klawock,Prince of Wales Island Grid,15.1,Distillate Fuel Oil,2021
0240510,Klukwan,Upper Lynn Canal Grid,9.8,Water at Hydroelectric Turbine,2021
0240510,Klukwan,Upper Lynn Canal Grid,14.9,Distillate Fuel Oil,2021
0240670,Knik River,Railbelt Grid,60.0,Waste Oil,2021
0240670,Knik River,Railbelt Grid,44.5,Wind,2021
0240670,Knik River,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0240670,Knik River,Railbelt Grid,1.9,Solar,2021
0240670,Knik River,Railbelt Grid,104.8,Subbituminous Coal,2021
0240670,Knik River,Railbelt Grid,1403.7,Natural Gas,2021
0240670,Knik River,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0240670,Knik River,Railbelt Grid,90.0,Lignite Coal,2021
0240670,Knik River,Railbelt Grid,11.5,Landfill Gas,2021
0240670,Knik River,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0240645,Knik-Fairview,Railbelt Grid,60.0,Waste Oil,2021
0240645,Knik-Fairview,Railbelt Grid,44.5,Wind,2021
0240645,Knik-Fairview,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0240645,Knik-Fairview,Railbelt Grid,1.9,Solar,2021
0240645,Knik-Fairview,Railbelt Grid,104.8,Subbituminous Coal,2021
0240645,Knik-Fairview,Railbelt Grid,1403.7,Natural Gas,2021
0240645,Knik-Fairview,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0240645,Knik-Fairview,Railbelt Grid,90.0,Lignite Coal,2021
0240645,Knik-Fairview,Railbelt Grid,11.5,Landfill Gas,2021
0240645,Knik-Fairview,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0240840,Kobuk,Shungnak Grid,0.2,Solar,2021
0240840,Kobuk,Shungnak Grid,0.2,Electricity used for Energy Storage,2021
0240840,Kobuk,Shungnak Grid,1.7,Distillate Fuel Oil,2021
0240950,Kodiak,Kodiak Grid,9.0,Wind,2021
0240950,Kodiak,Kodiak Grid,33.6,Water at Hydroelectric Turbine,2021
0240950,Kodiak,Kodiak Grid,5.0,Electricity used for Energy Storage,2021
0240950,Kodiak,Kodiak Grid,37.2,Distillate Fuel Oil,2021
0241210,Kodiak Station,Kodiak Grid,9.0,Wind,2021
0241210,Kodiak Station,Kodiak Grid,33.6,Water at Hydroelectric Turbine,2021
0241210,Kodiak Station,Kodiak Grid,5.0,Electricity used for Energy Storage,2021
0241210,Kodiak Station,Kodiak Grid,37.2,Distillate Fuel Oil,2021
0241280,Kokhanok,Kokhanok Grid,0.2,Wind,2021
0241280,Kokhanok,Kokhanok Grid,0.6,Distillate Fuel Oil,2021
0241500,Koliganek,Koliganek Grid,0.7,Distillate Fuel Oil,2021
0241610,Kongiganak,Kongiganak Grid,0.5,Wind,2021
0241610,Kongiganak,Kongiganak Grid,0.3,Electricity used for Energy Storage,2021
0241610,Kongiganak,Kongiganak Grid,1.9,Distillate Fuel Oil,2021
0241720,Kotlik,Kotlik Grid,1.4,Distillate Fuel Oil,2021
0241830,Kotzebue,Kotzebue Grid,3.3,Wind,2021
0241830,Kotzebue,Kotzebue Grid,0.8,Solar,2021
0241830,Kotzebue,Kotzebue Grid,1.2,Electricity used for Energy Storage,2021
0241830,Kotzebue,Kotzebue Grid,11.8,Distillate Fuel Oil,2021
0241940,Koyuk,Koyuk Grid,1.0,Distillate Fuel Oil,2021
0242050,Koyukuk,Koyukuk Grid,0.1,Distillate Fuel Oil,2021
0242160,Kupreanof,SEAPA Grid,63.3,Water at Hydroelectric Turbine,2021
0242160,Kupreanof,SEAPA Grid,47.3,Distillate Fuel Oil,2021
0242380,Kwethluk,Kwethluk Grid,1.1,Distillate Fuel Oil,2021
0242490,Kwigillingok,Kwigillingok Grid,0.5,Wind,2021
0242490,Kwigillingok,Kwigillingok Grid,0.3,Electricity used for Energy Storage,2021
0242490,Kwigillingok,Kwigillingok Grid,1.0,Distillate Fuel Oil,2021
0242805,Lake Louise,,,,
0242820,Lake Minchumina,,,,
0243040,Larsen Bay,Larsen Bay Grid,0.5,Water at Hydroelectric Turbine,2021
0243260,Lazy Mountain,Railbelt Grid,60.0,Waste Oil,2021
0243260,Lazy Mountain,Railbelt Grid,44.5,Wind,2021
0243260,Lazy Mountain,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0243260,Lazy Mountain,Railbelt Grid,1.9,Solar,2021
0243260,Lazy Mountain,Railbelt Grid,104.8,Subbituminous Coal,2021
0243260,Lazy Mountain,Railbelt Grid,1403.7,Natural Gas,2021
0243260,Lazy Mountain,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0243260,Lazy Mountain,Railbelt Grid,90.0,Lignite Coal,2021
0243260,Lazy Mountain,Railbelt Grid,11.5,Landfill Gas,2021
0243260,Lazy Mountain,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0243810,Levelock,Levelock Grid,0.2,Distillate Fuel Oil,2021
0244030,Lime Village,Lime Village Grid,0.0,Solar,2021
0244580,Livengood,,,,
0245020,Loring,,,,
0245295,Lowell Point,Railbelt Grid,60.0,Waste Oil,2021
0245295,Lowell Point,Railbelt Grid,44.5,Wind,2021
0245295,Lowell Point,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0245295,Lowell Point,Railbelt Grid,1.9,Solar,2021
0245295,Lowell Point,Railbelt Grid,104.8,Subbituminous Coal,2021
0245295,Lowell Point,Railbelt Grid,1403.7,Natural Gas,2021
0245295,Lowell Point,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0245295,Lowell Point,Railbelt Grid,90.0,Lignite Coal,2021
0245295,Lowell Point,Railbelt Grid,11.5,Landfill Gas,2021
0245295,Lowell Point,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0245460,Lower Kalskag,Upper Kalskag Grid,1.1,Distillate Fuel Oil,2021
0245700,Lutak,Upper Lynn Canal Grid,9.8,Water at Hydroelectric Turbine,2021
0245700,Lutak,Upper Lynn Canal Grid,14.9,Distillate Fuel Oil,2021
0246780,Manley Hot Springs,Manley Hot Springs Grid,0.2,Distillate Fuel Oil,2021
0246890,Manokotak,Manokotak Grid,0.6,Distillate Fuel Oil,2021
0247000,Marshall,Marshall Grid,1.2,Distillate Fuel Oil,2021
0245790,McCarthy,,,,
0246010,McGrath,McGrath Grid,1.6,Distillate Fuel Oil,2021
0247735,Meadow Lakes,Railbelt Grid,60.0,Waste Oil,2021
0247735,Meadow Lakes,Railbelt Grid,44.5,Wind,2021
0247735,Meadow Lakes,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0247735,Meadow Lakes,Railbelt Grid,1.9,Solar,2021
0247735,Meadow Lakes,Railbelt Grid,104.8,Subbituminous Coal,2021
0247735,Meadow Lakes,Railbelt Grid,1403.7,Natural Gas,2021
0247735,Meadow Lakes,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0247735,Meadow Lakes,Railbelt Grid,90.0,Lignite Coal,2021
0247735,Meadow Lakes,Railbelt Grid,11.5,Landfill Gas,2021
0247735,Meadow Lakes,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0247990,Mekoryuk,Mekoryuk Grid,0.2,Wind,2021
0247990,Mekoryuk,Mekoryuk Grid,0.7,Distillate Fuel Oil,2021
0248200,Mendeltna,Copper Valley Grid,5.3,Waste Oil,2021
0248200,Mendeltna,Copper Valley Grid,18.5,Water at Hydroelectric Turbine,2021
0248200,Mendeltna,Copper Valley Grid,17.8,Distillate Fuel Oil,2021
0248540,Mentasta Lake,Slana Grid,1.1,Distillate Fuel Oil,2021
0248590,Mertarvik,Newtok Grid,0.4,Distillate Fuel Oil,2021
0248870,Metlakatla,Metlakatla Grid,5.2,Water at Hydroelectric Turbine,2021
0248870,Metlakatla,Metlakatla Grid,1.0,Electricity used for Energy Storage,2021
0248870,Metlakatla,Metlakatla Grid,3.3,Distillate Fuel Oil,2021
0249200,Mill Bay,Kodiak Grid,9.0,Wind,2021
0249200,Mill Bay,Kodiak Grid,33.6,Water at Hydroelectric Turbine,2021
0249200,Mill Bay,Kodiak Grid,5.0,Electricity used for Energy Storage,2021
0249200,Mill Bay,Kodiak Grid,37.2,Distillate Fuel Oil,2021
0249530,Minto,Minto Grid,0.7,Distillate Fuel Oil,2021
0250080,Moose Creek,Railbelt Grid,60.0,Waste Oil,2021
0250080,Moose Creek,Railbelt Grid,44.5,Wind,2021
0250080,Moose Creek,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0250080,Moose Creek,Railbelt Grid,1.9,Solar,2021
0250080,Moose Creek,Railbelt Grid,104.8,Subbituminous Coal,2021
0250080,Moose Creek,Railbelt Grid,1403.7,Natural Gas,2021
0250080,Moose Creek,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0250080,Moose Creek,Railbelt Grid,90.0,Lignite Coal,2021
0250080,Moose Creek,Railbelt Grid,11.5,Landfill Gas,2021
0250080,Moose Creek,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0250190,Moose Pass,Railbelt Grid,60.0,Waste Oil,2021
0250190,Moose Pass,Railbelt Grid,44.5,Wind,2021
0250190,Moose Pass,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0250190,Moose Pass,Railbelt Grid,1.9,Solar,2021
0250190,Moose Pass,Railbelt Grid,104.8,Subbituminous Coal,2021
0250190,Moose Pass,Railbelt Grid,1403.7,Natural Gas,2021
0250190,Moose Pass,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0250190,Moose Pass,Railbelt Grid,90.0,Lignite Coal,2021
0250190,Moose Pass,Railbelt Grid,11.5,Landfill Gas,2021
