year,price,units,duoarea,area_name,process,process_name,series,series_description
1976,0.57,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1976,1.64,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1976,1.04,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1976,1.98,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1976,1.65,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1975,,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1975,0.4,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1975,0.35,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1975,1.35,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1975,0.97,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1975,1.71,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1975,1.63,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1974,,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1974,0.3,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1974,0.3,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1974,1.07,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1974,0.87,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1974,1.43,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1974,1.58,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1973,,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1973,0.25,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1973,0.28,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1973,0.94,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1973,0.78,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1973,1.29,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1973,1.57,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1972,0.23,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1972,0.28,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1972,0.88,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1972,0.82,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1972,1.21,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1972,1.55,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1971,0.22,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1971,0.27,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1971,0.82,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1971,0.73,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1971,1.15,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1971,1.53,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1970,0.21,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1970,0.26,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1970,0.77,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1970,0.68,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1970,1.09,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1970,1.52,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1969,0.21,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1969,0.74,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1969,0.65,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1969,1.05,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1969,1.52,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1968,0.2,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1968,0.73,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1968,0.76,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1968,1.04,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1968,1.52,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1967,0.2,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1967,0.74,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1967,0.99,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1967,1.04,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1967,1.51,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
