id,community_id,start_year,end_year,is_most_recent,geo_src,e_pop_age_total,m_pop_age_total,e_pop_age_under_5,m_pop_age_under_5,e_pop_age_5_9,m_pop_age_5_9,e_pop_age_10_14,m_pop_age_10_14,e_pop_age_15_19,m_pop_age_15_19,e_pop_age_20_24,m_pop_age_20_24,e_pop_age_25_34,m_pop_age_25_34,e_pop_age_35_44,m_pop_age_35_44,e_pop_age_45_54,m_pop_age_45_54,e_pop_age_55_59,m_pop_age_55_59,e_pop_age_60_64,m_pop_age_60_64,e_pop_age_65_74,m_pop_age_65_74,e_pop_age_75_84,m_pop_age_75_84,e_pop_age_85_plus,m_pop_age_85_plus,e_pop_age_median_age,m_pop_age_median_age,e_pop_age_under_18,m_pop_age_under_18,e_pop_age_18_plus,m_pop_age_18_plus,e_pop_age_21_plus,m_pop_age_21_plus,e_pop_age_62_plus,m_pop_age_62_plus,e_pop_age_65_plus,m_pop_age_65_plus,e_pop_total,m_pop_total,e_pop_male,m_pop_male,e_pop_female,m_pop_female
367,{3366F161-F33D-48D6-A9DD-79C2B203D73C},2019,2023,1,P,1506,418,77,59,70,49,116,77,60,42,42,39,201,150,203,105,174,83,127,85,148,65,237,108,51,39,0,10,44.2,9.7,285,144,1221,318,1170,305,375,129,288,119,1506,418,839,235,667,214
370,{67B1D591-0300-4A96-A31C-7A141B8120D2},2019,2023,1,P,221,60,17,8,24,17,41,18,25,13,17,12,31,15,26,17,12,11,5,4,4,4,17,14,2,3,0,10,22.1,5.2,103,36,118,30,111,29,23,14,19,14,221,60,117,40,104,32
371,{878A4A85-1B32-43DD-9856-7A7FE62F6DE6},2019,2023,1,P,2,3,0,10,0,10,0,10,0,10,0,10,1,3,0,10,1,3,0,10,0,10,0,10,0,10,0,10,,,0,10,2,3,2,3,0,10,0,10,2,3,2,3,0,10
373,{3816D857-92C5-45BF-B884-7D2529E878D4},2019,2023,1,P,692,144,87,26,68,21,91,28,72,25,47,24,75,33,85,34,53,22,30,16,32,16,26,11,20,14,6,6,21.6,5.2,293,65,399,94,356,83,62,22,52,18,692,144,339,74,353,79
375,{961296AC-3BF0-47EF-AA6B-7D67C6031EDD},2019,2023,1,P,291,105,5,7,17,11,19,20,19,15,68,47,36,30,43,19,33,20,18,13,27,20,5,4,0,10,1,2,29.6,8.9,52,29,239,92,227,89,21,17,6,5,291,105,182,75,109,45
378,{44BA33DB-984D-44E1-BF2D-7E1A353E586D},2019,2023,1,P,195,39,6,6,9,7,14,12,9,8,8,12,25,23,18,9,14,9,23,12,9,7,47,20,11,8,2,3,53.3,18.1,38,20,157,33,157,33,66,21,60,20,195,39,78,24,117,34
379,{9A9D4747-657F-4044-BB90-7E45B94AB987},2019,2023,1,P,3905,323,233,73,273,72,330,72,217,59,260,103,427,99,489,74,516,109,311,67,263,55,352,62,156,49,78,36,40.1,2.7,1015,137,2890,277,2803,261,741,103,586,85,3905,323,2033,176,1872,187
381,{60E24BB4-83DC-44A8-9CFE-7E855DA6622B},2019,2023,1,P,3,4,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,3,4,0,10,0,10,,,0,10,3,4,3,4,3,4,3,4,3,4,0,10,3,4
384,{5B35CAEA-BA8D-4EF3-A4F3-802613A8240F},2019,2023,1,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,,,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
385,{F89998A2-A9FA-47B5-9FAB-810B69A3E21F},2019,2023,1,P,202,89,12,18,23,22,55,30,16,14,0,10,8,13,17,20,15,19,13,14,0,10,21,19,10,11,12,15,16.2,33.3,106,51,96,50,96,50,43,27,43,27,202,89,104,58,98,44
387,{DEFFD70D-72D8-4A79-B7DF-81586E965AFF},2019,2023,1,P,354,85,45,19,15,14,9,10,8,6,7,20,80,34,57,26,31,15,23,14,30,16,33,30,14,11,2,4,37,4.4,75,36,279,67,276,67,53,32,49,32,354,85,183,51,171,52
389,{F28EF005-C4A1-4868-9B6A-826AD9633025},2019,2023,1,P,89,32,1,3,3,3,6,6,10,8,0,10,6,9,19,10,12,11,2,3,4,4,16,11,8,7,2,5,44.8,11.8,20,14,69,25,69,25,28,14,26,14,89,32,48,18,41,19
392,{8AB67F75-EAB7-4DEB-8885-83230D155E9C},2019,2023,1,P,788,108,102,32,49,20,84,27,60,23,73,31,127,39,73,29,69,28,51,19,38,19,45,17,12,10,5,7,26.2,2.3,268,56,520,71,478,64,96,29,62,21,788,108,382,65,406,72
394,{3DD78FBE-F02D-4634-B206-835BAF4DDD8E},2019,2023,1,P,646,241,45,41,47,35,78,65,98,62,39,37,47,43,39,38,72,74,63,56,23,35,95,53,0,10,0,10,29.7,18.6,239,124,407,147,378,142,118,60,95,53,646,241,411,159,235,105
395,{5729F5A2-2D55-4611-8C20-838834BEA9AA},2019,2023,1,P,93,68,0,10,11,16,10,13,10,13,0,10,0,10,6,9,11,16,3,8,20,19,22,17,0,10,0,10,47.9,29.7,31,41,62,37,62,37,26,20,22,17,93,68,51,35,42,42
397,{E4853413-2729-4F25-AE7D-845D797872A7},2019,2023,1,P,722,233,65,21,78,21,87,19,55,16,26,13,67,29,58,18,55,21,29,17,146,176,34,14,18,12,4,5,32.4,14.6,274,56,448,201,428,197,199,187,56,22,722,233,340,59,382,194
399,{86CBBCFB-1DC1-4C75-A1A2-84F6C19F0635},2019,2023,1,P,113,50,17,11,15,11,3,4,3,4,5,6,21,14,18,13,14,10,11,8,3,4,3,5,0,10,0,10,32.6,3.8,38,21,75,33,75,33,6,6,3,5,113,50,48,22,65,30
402,{CB929A5F-AF01-4DE3-8855-87193B97F75F},2019,2023,1,P,231,105,19,29,21,31,0,10,0,10,0,10,60,32,3,10,64,33,42,43,0,10,22,32,0,10,0,10,46.3,17.2,40,60,191,85,191,85,22,32,22,32,231,105,89,48,142,68
403,{5A851423-1D34-45BF-9EE7-8765E762667F},2019,2023,1,P,73,25,0,10,0,10,4,7,5,8,0,10,4,7,7,7,6,6,7,9,7,7,22,14,11,10,0,10,64.1,18.2,9,13,64,19,64,19,37,18,33,17,73,25,39,19,34,19
406,{6A1D2CBB-7422-4993-9496-87DE4AB29609},2019,2023,1,P,488,111,50,23,53,24,58,25,48,19,27,15,79,29,38,20,52,19,23,17,27,15,19,14,6,8,8,8,25.9,4.4,189,59,299,65,276,60,39,21,33,20,488,111,252,64,236,59
407,{C94A527A-FE5F-481B-BCAA-88435D1E5189},2019,2023,1,P,20,23,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,20,23,0,10,0,10,,,0,10,20,23,20,23,20,23,20,23,20,23,13,20,7,11
410,{4B756DDD-55AC-49E9-AD29-8868DF25D4E3},2019,2023,1,P,1,3,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,1,3,0,10,0,10,0,10,,,0,10,1,3,1,3,0,10,0,10,1,3,0,10,1,3
411,{EFEF6D9F-D6F7-4657-8942-88A418AFEAD4},2019,2023,1,P,66,38,5,7,3,4,3,4,0,10,0,10,11,11,2,5,3,5,14,15,18,20,7,10,0,10,0,10,56.3,9.6,11,10,55,34,55,34,11,12,7,10,66,38,37,23,29,20
414,{F783848B-F9FA-4D67-B681-88C19008013B},2019,2023,1,P,18,24,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,18,24,0,10,0,10,0,10,0,10,,,0,10,18,24,18,24,0,10,0,10,18,24,0,10,18,24
416,{B93DB68F-0ECD-4E8C-8511-88FA35BB40CF},2019,2023,1,P,605,179,111,78,62,36,73,39,37,22,70,57,97,43,42,24,40,24,23,19,17,13,20,15,8,9,5,7,22.1,4.5,270,111,335,88,315,82,45,25,33,21,605,179,310,90,295,99
417,{95A8CBA5-6323-4734-AA72-89B097FBD56F},2019,2023,1,P,1009,189,97,52,37,33,50,25,73,40,25,28,91,53,71,36,90,41,87,28,134,54,162,48,88,36,4,7,52.7,6.7,218,83,791,141,752,127,338,62,254,57,1009,189,542,112,467,121
420,{B7D914E8-D125-49F0-B374-8AE610E5DBC7},2019,2023,1,P,362,116,18,7,12,8,16,9,48,39,20,62,59,60,26,30,79,73,19,28,19,45,41,16,5,6,0,10,39.3,25,86,43,276,105,265,109,60,45,46,19,362,116,285,89,77,67
421,{BF86DFB1-D998-4FF0-A370-8AF716F5C4BE},2019,2023,1,P,224,50,16,10,23,14,39,15,30,12,15,9,21,10,19,16,15,8,11,10,17,8,13,7,2,3,3,4,21.4,4.2,94,32,130,30,115,28,29,11,18,8,224,50,112,28,112,28
423,{6E142FF4-3A51-4D60-9F7A-8B65E66A9133},2019,2023,1,P,945,226,138,53,115,44,49,24,48,20,79,29,132,52,129,134,51,30,32,17,45,24,115,40,11,9,1,4,28.1,6.5,341,105,604,169,595,170,145,40,127,40,945,226,520,174,425,101
425,{89EB5E58-676F-4DA4-9449-8BD556A1E98C},2019,2023,1,P,91,37,17,13,9,8,12,10,1,2,0,10,20,14,19,11,3,4,5,6,3,4,2,4,0,10,0,10,28.4,17.2,38,25,53,22,52,22,5,7,2,4,91,37,32,15,59,28
428,{72DFDB08-C634-4DC3-BA13-8C7F1E889436},2019,2023,1,P,766,293,62,20,88,25,88,23,89,21,62,17,140,261,70,21,41,17,43,14,17,10,45,15,13,7,8,6,24.5,11.6,297,58,469,279,423,278,74,18,66,19,766,293,431,265,335,61
430,{B94A5304-F56C-49FE-A615-8E72E73F6255},2019,2023,1,P,28,42,0,10,0,10,0,10,0,10,0,10,9,13,8,13,11,16,0,10,0,10,0,10,0,10,0,10,40.6,0.3,0,10,28,42,28,42,0,10,0,10,28,42,19,29,9,13
431,{06C11331-3BBB-4E38-B7C8-8E9706C868E8},2019,2023,1,P,354,134,5,12,38,59,0,10,11,13,10,18,42,46,59,49,58,44,23,22,10,10,80,56,18,24,0,10,46.4,10.3,50,63,304,117,300,116,103,70,98,69,354,134,204,91,150,67
434,{72692AC5-B991-4B3E-A2AD-8EA498D7AF48},2019,2023,1,P,52,35,0,10,8,10,0,10,0,10,4,6,0,10,3,6,9,13,6,7,10,12,4,7,6,5,2,7,58.5,10.3,8,10,44,31,40,31,12,13,12,13,52,35,14,16,38,23
435,{8805779A-5590-497A-82CB-9053953A6555},2019,2023,1,P,9435,48,590,170,768,161,554,120,493,152,598,156,1661,255,1246,238,854,198,480,160,516,145,1004,217,381,143,290,128,35.3,2.1,2251,264,7184,273,6944,266,2007,253,1675,240,9435,48,4810,258,4625,259
439,{41989645-CCA3-466B-9817-909C7EBD3FF1},2019,2023,1,P,289069,,18776,,20339,790,18403,790,17885,498,21171,497,48210,,41120,241,33555,241,16784,989,16890,987,23679,178,9768,392,2489,335,34.9,0.1,68654,,220415,,209556,1326,45864,942,35936,136,289069,,147620,132,141449,132
440,{41989645-CCA3-466B-9817-909C7EBD3FF1},2019,2023,1,C,289069,,18776,,20339,790,18403,790,17885,498,21171,497,48210,,41120,241,33555,241,16784,989,16890,987,23679,178,9768,392,2489,335,34.9,0.1,68654,,220415,,209556,1326,45864,942,35936,136,289069,,147620,132,141449,132
441,{976DFE6D-5070-41D4-B270-90EB077F8A48},2019,2023,1,P,999,191,157,54,125,43,56,17,123,47,40,18,117,34,108,41,123,46,24,14,29,18,57,31,34,15,6,7,24.6,5.2,407,100,592,116,535,101,120,42,97,34,999,191,515,91,484,115
444,{72E9842F-ABE0-4390-9A93-917EDB1CF17B},2019,2023,1,P,3668,56,307,52,243,61,337,95,270,49,276,109,566,157,488,87,505,84,219,53,169,41,195,41,75,29,18,16,31.6,2,1066,115,2602,119,2485,109,372,53,288,46,3668,56,1809,128,1859,138
445,{9F0FE231-3223-4A37-89B8-9182CD7AB22F},2019,2023,1,P,1619,346,130,112,53,44,106,66,153,83,52,54,125,85,198,66,220,70,155,56,174,58,204,59,48,27,1,2,44.6,9.2,394,193,1225,196,1177,183,359,84,253,71,1619,346,790,164,829,239
447,{DDC4A50C-4C3E-4DEF-B660-9185BACAD8C5},2019,2023,1,P,151,59,2,5,8,7,5,5,2,6,19,21,4,6,19,15,11,11,22,16,23,20,22,15,7,9,7,7,56.4,7.7,17,15,134,51,129,49,55,27,36,21,151,59,76,32,75,37
450,{2B076D8C-6D9B-439C-90F1-92FEAE651E60},2019,2023,1,P,1360,476,55,79,26,39,159,129,120,103,0,10,210,146,116,99,252,195,104,97,184,120,134,120,0,10,0,10,44.9,9.7,360,208,1000,333,1000,333,271,181,134,120,1360,476,735,297,625,243
451,{138A74FA-943C-4AC3-B538-9484C09C2AD1},2019,2023,1,P,94,51,7,10,11,14,13,16,4,10,3,6,8,12,3,5,11,13,5,6,5,5,21,23,3,4,0,10,36.3,28.1,31,25,63,34,59,31,26,24,24,24,94,51,54,31,40,28
454,{95F04BB3-8B3B-4FFF-841A-95C8338ED9C6},2019,2023,1,P,284,108,31,24,9,8,35,24,23,22,8,13,12,14,41,47,30,24,20,16,25,15,35,21,15,9,0,10,39.7,10.7,97,64,187,70,185,70,69,27,50,23,284,108,149,72,135,48
455,{3087F3EA-5475-4180-9982-992F736DFD19},2019,2023,1,P,14,11,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2,5,3,4,4,5,5,8,0,10,72.3,16.6,0,10,14,11,14,11,12,11,9,10,14,11,8,9,6,6
458,{19994FB4-B48F-4B91-B7EA-9D86BD4F52BD},2019,2023,1,P,354,77,13,15,13,12,20,11,16,11,23,20,39,20,33,18,59,32,15,10,29,15,46,21,46,24,2,4,48.4,4.4,52,24,302,68,292,67,108,34,94,32,354,77,202,60,152,39
459,{57519FBB-A615-4BD0-A451-9E4C5B1C2E43},2019,2023,1,P,173,63,13,15,14,15,12,11,15,13,29,25,12,13,30,29,14,12,7,11,13,12,11,11,2,3,1,3,32.6,18.4,49,34,124,55,119,51,18,14,14,13,173,63,107,47,66,31
462,{99E4149C-E691-4714-88EC-9EDCEF72C195},2019,2023,1,P,94,43,0,10,0,10,0,10,3,5,0,10,4,6,9,14,4,5,7,8,11,19,35,20,20,14,1,2,70.8,8.3,3,5,91,42,91,42,56,28,56,28,94,43,59,30,35,19
463,{5A7529F3-5CC9-423D-AF30-9EE44F9D5E43},2019,2023,1,P,26,20,0,10,3,5,1,2,0,10,0,10,0,10,7,10,3,5,4,5,3,4,3,4,2,3,0,10,46.7,24.1,4,6,22,16,22,16,8,8,5,7,26,20,17,13,9,9
466,{EA2C7BBD-7821-4F3C-9291-9F797D30FF7B},2019,2023,1,P,13,19,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,13,19,0,10,,,0,10,13,19,13,19,13,19,13,19,13,19,6,10,7,10
467,{55AFA1A4-5677-44A5-A22C-9F9D370747CE},2019,2023,1,P,59,49,6,5,0,10,5,6,6,5,0,10,13,25,14,17,1,2,0,10,4,5,10,14,0,10,0,10,34.5,11.3,15,9,44,46,42,43,12,16,10,14,59,49,30,17,29,35
470,{2697EF3A-7387-4208-B455-A046543D1AA7},2019,2023,1,P,4850,46,279,89,453,127,502,139,522,106,363,107,576,154,599,136,497,199,305,101,280,134,364,111,110,86,0,10,30.7,3.7,1555,151,3295,146,3034,159,572,150,474,100,4850,46,2496,218,2354,218
472,{1210EAEB-20DF-40DD-8BAB-A09C48AE9887},2019,2023,1,P,300,52,0,10,0,10,0,10,0,10,37,81,122,150,0,10,52,104,89,75,0,10,0,10,0,10,0,10,33.8,44,0,10,300,52,300,52,0,10,0,10,300,52,234,162,66,153
473,{3EC46053-F188-4C9A-B758-A0D57EF8F834},2019,2023,1,P,997,306,26,23,127,75,125,80,74,51,15,24,46,44,191,83,194,97,38,33,62,62,95,71,3,4,1,3,41.3,3.8,352,174,645,177,645,177,131,78,99,71,997,306,491,163,506,181
476,{3DF92237-DB7B-4CEB-88DE-A1481F4072AD},2019,2023,1,P,693,156,61,18,78,20,50,14,61,19,55,18,109,59,68,30,55,16,45,15,22,11,71,89,18,19,0,10,28.1,4.4,229,43,464,138,438,135,96,92,89,93,693,156,341,75,352,104
477,{BDF957A0-FB1E-48AC-835A-A24FB2DFE444},2019,2023,1,P,3911,14,221,77,209,57,293,88,210,102,204,119,617,146,668,108,496,96,264,121,337,142,267,101,81,45,44,30,39.3,3.7,829,142,3082,142,2945,139,583,159,392,116,3911,14,2192,135,1719,136
480,{D72A5701-11AB-4596-AA0D-A2881CCB42B1},2019,2023,1,P,5,6,0,10,0,10,0,10,0,10,0,10,3,5,0,10,0,10,0,10,0,10,0,10,2,3,0,10,,,0,10,5,6,5,6,2,3,2,3,5,6,5,6,0,10
481,{0A72A6CB-FAC9-4A65-9C48-A47E796CCA85},2019,2023,1,P,11,17,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,4,8,7,11,0,10,0,10,0,10,,,0,10,11,17,11,17,0,10,0,10,11,17,4,8,7,11
483,{A74F371F-C334-4DC3-88A4-A4FCC1B1E8FD},2019,2023,1,P,3133,1094,403,124,666,212,178,97,69,77,545,633,831,317,392,134,25,21,5,10,0,10,0,10,8,12,11,16,21.9,7.3,1263,299,1870,956,1679,738,19,21,19,21,3133,1094,1809,795,1324,391
485,{C36AA39B-6B83-4B74-A7C0-A5500A611AFB},2019,2023,1,P,73,31,5,6,2,3,11,10,8,7,3,4,5,5,12,9,6,6,3,4,6,5,12,7,0,10,0,10,36.2,13.5,24,16,49,21,47,21,12,7,12,7,73,31,38,15,35,20
488,{833744EB-91EC-4A96-AD90-A5E91FAB1250},2019,2023,1,P,262,103,26,17,32,24,32,16,27,14,17,14,41,23,27,18,16,12,17,11,15,9,12,10,0,10,0,10,23.4,6.6,108,54,154,60,145,59,18,11,12,10,262,103,161,67,101,45
489,{0B9370B1-7BCB-4AA4-B8CF-A63AECD907D3},2019,2023,1,P,612,132,72,28,57,28,74,34,57,24,22,13,81,31,108,41,50,21,15,11,30,13,30,23,6,9,10,12,29,6.1,247,81,365,79,345,74,60,32,46,30,612,132,316,70,296,81
492,{961462BD-8155-4FFF-863B-A652CC389066},2019,2023,1,P,464,63,37,13,38,13,36,15,42,15,47,13,85,24,46,16,51,16,23,13,25,10,19,10,13,7,2,3,27.6,1.8,139,33,325,42,294,40,47,18,34,13,464,63,247,35,217,43
493,{803C9DC0-CB68-4FB4-8746-A65C69A5905F},2019,2023,1,P,2940,350,188,73,165,63,183,74,276,84,73,30,330,113,545,122,329,82,193,61,165,46,312,67,158,130,23,15,40.6,2,718,153,2222,254,2098,242,588,126,493,134,2940,350,1477,194,1463,196
496,{E5A46A8B-30C9-4FDF-A19D-A6A96277A26C},2019,2023,1,P,153,84,10,8,4,5,0,10,1,4,38,47,18,22,27,26,13,12,30,30,6,7,6,7,0,10,0,10,35.9,24.4,14,12,139,80,138,78,8,7,6,7,153,84,56,52,97,50
497,{3C0B8851-31F2-4CA0-B3E0-A7DE145D4BB3},2019,2023,1,P,16,11,0,10,2,3,4,4,0,10,0,10,0,10,3,4,3,4,2,3,1,2,1,4,0,10,0,10,41.7,13.1,6,5,10,9,10,9,2,4,1,4,16,11,9,6,7,6
500,{1F684F46-814E-4675-B09B-A8449105B5E9},2019,2023,1,P,249,77,37,13,13,13,35,27,4,5,0,10,17,11,39,27,7,7,28,22,8,7,46,26,15,11,0,10,38.4,8.6,89,38,160,50,160,50,64,31,61,31,249,77,163,53,86,34
501,{B6E9CAAD-60A0-4BA0-9CA6-A849C3DAFC42},2019,2023,1,P,1302,169,185,56,120,32,144,35,116,31,82,32,158,43,147,41,90,30,89,23,44,16,81,28,46,27,0,10,25.4,4.2,539,97,763,99,713,95,149,44,127,41,1302,169,659,98,643,92
504,{FABC6EB5-588F-4AD5-B3AB-A8511EBA408A},2019,2023,1,P,309,64,5,8,27,11,33,14,46,17,25,12,40,22,27,13,25,12,20,11,12,9,25,18,24,17,0,10,31.2,4.1,97,30,212,45,195,43,55,25,49,24,309,64,167,40,142,37
506,{641D75DC-10FB-4C68-9F27-A8720C97B6C0},2019,2023,1,P,583,97,28,15,34,19,56,29,32,15,37,43,38,31,79,34,67,23,31,21,38,19,96,30,30,25,17,11,43.7,5.5,145,48,438,72,433,74,169,37,143,37,583,97,268,56,315,65
507,{E7AB4B30-0C1D-4536-8571-A8835525D851},2019,2023,1,P,1490,256,64,48,115,61,90,89,0,10,51,37,220,103,126,98,257,96,81,46,158,91,225,66,55,40,48,43,48,10.1,269,115,1221,194,1221,194,415,94,328,85,1490,256,766,158,724,146
510,{70E419B7-B871-4400-8F35-A912DC710D65},2019,2023,1,C,6964,,462,61,393,86,468,72,388,132,392,169,1079,126,997,102,772,82,498,125,604,131,670,91,174,49,67,36,38.4,2.5,1528,83,5436,83,5182,140,1288,144,911,111,6964,,3725,111,3239,111
511,{2AA584CB-3B03-4D75-8F91-A995C37D4C4D},2019,2023,1,P,3291,421,176,82,244,76,189,63,215,83,171,76,533,197,419,111,333,81,269,61,285,74,330,80,104,43,23,23,36.9,4.4,734,172,2557,316,2395,293,585,110,457,88,3291,421,1793,266,1498,221
514,{CAEF7CF3-5B35-45C3-9D11-A9E32B99E79B},2019,2023,1,P,1063,107,50,19,55,19,51,19,80,31,56,24,137,33,126,32,151,34,65,26,91,30,153,36,44,15,4,4,42.5,5.5,201,45,862,81,821,81,237,42,201,40,1063,107,571,63,492,65
515,{29D4602C-A471-4961-BBEC-AB22938F5F26},2019,2023,1,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,,,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
518,{9CB98028-F75A-4D46-A951-AB787D2CF82E},2019,2023,1,P,565,112,57,25,32,19,43,24,22,15,37,37,91,53,104,39,70,43,31,20,11,9,36,20,31,19,0,10,36.1,7.8,152,49,413,79,411,80,72,28,67,27,565,112,250,73,315,87
519,{8DFCE93A-8EBA-43DF-B553-ABE121D98529},2019,2023,1,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,,,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
521,{723F2211-DF24-4A26-B478-AC2F7B43D3AF},2019,2023,1,P,209,55,20,20,0,10,0,10,5,8,9,18,24,24,55,39,3,4,33,28,10,12,29,24,21,18,0,10,41.8,16.5,25,21,184,44,184,44,50,27,50,27,209,55,104,38,105,43
524,{3A2BEA63-41B6-445E-BF20-B04461C94803},2019,2023,1,P,5,2,0,10,0,10,0,10,0,10,0,10,2,3,0,10,2,3,1,5,0,10,0,10,0,10,0,10,47.3,29.5,0,10,5,2,5,2,0,10,0,10,5,2,5,2,0,10
525,{59543E82-DA08-4E48-BAA3-B0E7C0FF4767},2019,2023,1,P,332,92,18,12,44,18,42,17,34,16,24,15,36,20,24,17,65,24,8,8,14,11,16,12,7,7,0,10,25.3,4.2,130,45,202,57,190,55,32,18,23,14,332,92,179,51,153,49
527,{5992D3C6-F615-45B1-BE46-B0FF54252CF2},2019,2023,1,P,993,184,96,24,83,22,75,21,54,17,77,24,141,48,77,39,109,66,66,23,20,11,145,149,38,14,12,8,33.3,6.8,296,49,697,173,669,171,207,147,195,147,993,184,559,175,434,66
530,{D381614D-1B3D-4C01-A916-B139441D4A88},2019,2023,1,P,629,132,104,31,93,33,66,22,32,19,58,29,82,34,47,22,55,17,30,14,10,9,44,18,8,8,0,10,22.6,3.9,292,79,337,71,329,69,62,22,52,19,629,132,295,65,334,78
531,{EE7CEC95-7451-4BA9-B25F-B1C7F2362518},2019,2023,1,C,2077,,61,38,133,51,165,67,107,38,30,31,110,66,192,84,355,82,154,61,213,68,354,100,179,59,24,18,52.4,5.1,456,137,1621,137,1611,137,662,128,557,120,2077,,1051,94,1026,94
533,{ACCCEEDB-EFD5-4240-87ED-B1D77CEB08B8},2019,2023,1,P,288,106,25,13,30,16,50,26,49,24,18,13,53,42,26,18,19,12,10,9,1,4,7,9,0,10,0,10,18,3.1,144,53,144,62,131,58,8,8,7,9,288,106,142,61,146,59
536,{A2CE0B1C-09FD-4927-A2E9-B20CC0109806},2019,2023,1,P,205,49,29,14,22,10,18,8,19,10,14,9,47,19,15,12,18,10,5,5,6,5,10,7,2,4,0,10,28.1,10.3,82,25,123,32,112,30,17,9,12,8,205,49,103,32,102,27
537,{98F61372-E8BA-41BD-8291-B2318BB0C9F0},2019,2023,1,P,5497,17,173,73,316,150,321,129,504,175,448,219,425,124,971,278,614,195,495,147,300,130,582,136,209,102,139,75,40.8,1.9,1057,201,4440,199,4031,176,1096,177,930,151,5497,17,2940,226,2557,227
539,{F6BC6030-25E0-4E0A-BA46-B294A0338BDA},2019,2023,1,P,64,41,8,12,7,10,4,7,5,8,5,8,0,10,6,11,0,10,0,10,12,10,17,22,0,10,0,10,35.5,52.3,19,27,45,32,35,27,21,27,17,22,64,41,55,34,9,13
541,{4957115F-806A-43E5-BBCE-B3E79864940B},2019,2023,1,P,126,81,0,10,0,10,0,10,0,10,0,10,0,10,0,10,8,13,34,47,10,12,61,49,13,14,0,10,71.5,14.4,0,10,126,81,126,81,74,55,74,55,126,81,76,48,50,36
544,{DF841D28-31A1-4978-A650-B56C189E60FD},2019,2023,1,P,306,54,21,10,35,14,27,14,23,11,41,15,47,13,15,8,22,11,12,7,20,9,39,17,4,4,0,10,26.7,4,100,27,206,39,191,37,52,19,43,18,306,54,189,36,117,28
545,{3AAD6031-4B4D-40A2-86B3-B59C6AE4046D},2019,2023,1,P,1076,303,62,66,31,29,71,72,29,31,28,34,261,127,155,97,113,82,86,120,141,86,84,45,13,15,2,3,38.9,8.5,193,137,883,244,883,244,202,100,99,54,1076,303,618,217,458,146
548,{6506427D-91A9-4004-B55F-B5D8AC6ECBEC},2019,2023,1,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,,,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
549,{DC7B95CA-114F-4D3E-95BE-B7965D32E2EF},2019,2023,1,P,6776,616,340,128,548,211,299,148,412,220,327,162,696,216,752,226,777,220,334,141,585,204,1135,229,500,155,71,67,45.1,5,1469,373,5307,489,5021,471,1982,292,1706,271,6776,616,3455,351,3321,366
552,{493BC9A8-7869-476D-9319-B88C76EB388A},2019,2023,1,P,89,34,2,4,9,7,8,7,9,7,15,13,4,5,3,4,7,9,2,3,20,11,10,6,0,10,0,10,31.2,20.5,22,13,67,26,61,24,22,12,10,6,89,34,48,23,41,20
553,{ED0D2D29-01A6-4CF8-83BC-B974F9DDF83B},2019,2023,1,P,5927,754,384,229,261,116,609,250,282,198,315,215,879,309,846,276,968,333,192,134,577,264,399,128,215,105,0,15,38.5,4.8,1435,421,4492,520,4368,499,917,235,614,134,5927,754,3053,451,2874,459
556,{85B7409D-F9A3-4D1C-8587-BA31448CD26E},2019,2023,1,P,13,21,0,10,0,10,0,10,0,10,0,10,0,10,13,21,0,10,0,10,0,10,0,10,0,10,0,10,,,0,10,13,21,13,21,0,10,0,10,13,21,13,21,0,10
557,{6DF664D4-9279-4A4A-9BF8-BCA1A2EF6222},2019,2023,1,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,,,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
560,{E263C114-3707-494D-84BF-BCBDC754E133},2019,2023,1,P,121,44,4,5,2,3,3,4,4,12,0,10,18,11,15,12,4,6,9,7,2,6,25,14,30,23,5,6,64.5,16.3,10,9,111,41,108,38,61,29,60,29,121,44,73,34,48,21
561,{68659E20-597A-4214-97E4-BE2A722B888B},2019,2023,1,P,514,105,7,11,20,17,6,8,31,27,8,12,10,14,38,24,81,36,29,22,78,46,156,64,38,22,12,13,61.8,6.1,53,27,461,97,450,94,256,78,206,67,514,105,301,69,213,51
