fips_code,name,start_year,end_year,estimated_pop_age_total,estimated_pop_age_under_5,estimated_pop_age_5_9,estimated_pop_age_10_14,estimated_pop_age_15_19,estimated_pop_age_20_24,estimated_pop_age_25_34,estimated_pop_age_35_44,estimated_pop_age_45_54,estimated_pop_age_55_59,estimated_pop_age_60_64,estimated_pop_age_65_74,estimated_pop_age_75_84,estimated_pop_age_85_plus,estimated_pop_age_median_age,estimated_pop_age_under_18,estimated_pop_age_18_plus,estimated_pop_age_21_plus,estimated_pop_age_62_plus,estimated_pop_age_65_plus,estimated_pop_total,estimated_pop_male,estimated_pop_female
0261700,Point Lay,2018,2022,172,14,19,21,22,11,44,19,12,4,0,6,0,0,23.8,75,97,96,6,6,172,98,74
0261788,Point MacKenzie,2018,2022,1707,11,0,19,106,161,244,303,511,121,141,57,33,0,45.2,107,1600,1571,199,90,1707,1430,277
0261825,Point Possession,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0262125,Pope-Vannoy Landing,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0262285,Portage Creek,2018,2022,3,0,0,0,0,1,0,0,0,0,2,0,0,0,,0,3,2,0,0,3,3,0
0262510,Port Alexander,2018,2022,39,0,2,1,0,0,0,10,3,4,8,10,1,0,57.8,3,36,36,19,11,39,23,16
0262620,Port Alsworth,2018,2022,158,11,9,8,9,15,74,20,1,5,0,2,0,4,33.3,30,128,118,6,6,158,104,54
0263170,Port Clarence,2018,2022,40,0,0,0,0,32,0,8,0,0,0,0,0,0,21.7,0,40,29,0,0,40,40,0
0263280,Port Graham,2018,2022,142,25,5,10,6,10,17,20,9,8,18,9,2,3,34.3,46,96,96,25,14,142,97,45
0263610,Port Lions,2018,2022,124,2,5,4,3,11,13,9,8,13,19,24,8,5,56.8,14,110,108,49,37,124,56,68
0263870,Port Protection,2018,2022,14,0,0,0,0,0,0,0,0,14,0,0,0,0,,0,14,14,0,0,14,0,14
0264240,Primrose,2018,2022,84,8,8,0,0,0,24,29,0,0,15,0,0,0,35.2,16,68,68,15,0,84,15,69
0264600,Quinhagak,2018,2022,1079,151,102,129,91,61,134,117,85,56,52,64,37,0,25.6,457,622,588,128,101,1079,532,547
0264820,Rampart,2018,2022,41,3,4,12,0,0,4,4,0,0,0,9,5,0,33.4,19,22,22,14,14,41,20,21
0264930,Red Devil,2018,2022,6,0,0,0,0,0,0,6,0,0,0,0,0,0,,0,6,6,0,0,6,0,6
0264980,Red Dog Mine,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0265345,Ridgeway,2018,2022,2749,235,191,230,184,50,308,266,399,193,244,260,163,26,42.8,826,1923,1901,530,449,2749,1383,1366
0265590,Ruby,2018,2022,194,26,19,10,16,20,9,19,10,7,9,37,8,4,27.8,58,136,120,51,49,194,106,88
0265700,Russian Mission,2018,2022,51,12,4,4,0,8,0,0,7,3,0,13,0,0,24.4,20,31,31,13,13,51,18,33
0265800,Saint George,2018,2022,57,3,0,4,4,0,15,14,1,0,4,12,0,0,39.2,9,48,46,14,12,57,27,30
0266140,Saint Mary's,2018,2022,992,130,65,125,79,109,145,83,109,53,28,39,18,9,24.6,365,627,564,84,66,992,502,490
0266360,Saint Michael,2018,2022,308,34,38,41,43,26,36,38,18,7,12,12,3,0,19.7,140,168,144,24,15,308,180,128
0266470,Saint Paul,2018,2022,349,18,15,14,40,11,60,27,75,16,20,45,8,0,44,81,268,259,66,53,349,257,92
0266550,Salcha,2018,2022,689,0,16,38,16,9,150,94,68,77,125,79,15,2,50.7,67,622,619,176,96,689,413,276
0267020,Sand Point,2018,2022,1048,23,28,41,39,48,137,150,185,120,99,132,46,0,48.3,125,923,917,201,178,1048,580,468
0267460,Savoonga,2018,2022,823,66,89,82,111,68,152,68,53,42,22,37,25,8,24.8,300,523,465,78,70,823,462,361
0267570,Saxman,2018,2022,361,18,21,17,16,23,36,28,74,17,25,37,49,0,48.2,58,303,289,102,86,361,199,162
0267680,Scammon Bay,2018,2022,506,87,71,52,35,51,76,61,16,11,17,18,11,0,21.2,236,270,258,34,29,506,281,225
0268230,Selawik,2018,2022,557,84,70,62,49,30,51,88,29,7,55,14,18,0,21.9,251,306,285,67,32,557,316,241
0268340,Seldovia,2018,2022,182,17,3,7,20,4,8,0,22,13,30,42,16,0,58.3,39,143,131,72,58,182,92,90
0268560,Seward,2018,2022,2768,103,164,225,93,83,417,440,339,201,228,333,55,87,43.8,574,2194,2171,578,475,2768,1807,961
0268670,Shageluk,2018,2022,65,5,21,2,4,0,1,13,10,0,4,5,0,0,29.5,28,37,33,5,5,65,37,28
0268890,Shaktoolik,2018,2022,312,20,49,41,26,12,52,26,37,12,10,23,4,0,28.4,128,184,172,32,27,312,157,155
0270100,Shungnak,2018,2022,244,30,22,33,14,15,44,30,15,11,9,21,0,0,27.1,92,152,140,25,21,244,125,119
0270320,Silver Springs,2018,2022,106,11,0,0,2,10,15,0,12,32,18,6,0,0,55.8,13,93,89,10,6,106,64,42
0270540,Sitka,2018,2022,8462,398,469,534,505,485,1222,1196,1015,542,721,814,436,125,39.5,1709,6753,6496,1779,1375,8462,4420,4042
0270760,Skagway,2018,2022,1179,75,46,46,59,91,251,187,188,32,83,80,35,6,35.8,191,988,939,182,121,1179,473,706
0270870,Skwentna,2018,2022,63,7,0,0,0,0,9,7,0,7,16,13,4,0,60.1,7,56,56,17,17,63,33,30
0270930,Slana,2018,2022,81,0,0,0,0,0,0,0,0,0,15,22,44,0,76.1,0,81,81,81,66,81,38,43
0271090,Sleetmute,2018,2022,73,5,10,6,5,7,12,4,16,0,2,6,0,0,27.5,24,49,45,6,6,73,36,37
0271640,Soldotna,2018,2022,4394,232,363,160,363,196,721,455,545,329,271,471,167,121,37.1,953,3441,3256,873,759,4394,1930,2464
0272135,South Lakes,2018,2022,6414,555,338,444,506,579,955,817,817,406,279,520,161,37,32.8,1647,4767,4459,914,718,6414,3155,3259
0272230,South Van Horn,2018,2022,478,12,62,56,26,8,40,108,53,23,6,70,14,0,37.7,156,322,322,90,84,478,260,218
0272960,Stebbins,2018,2022,654,75,70,72,45,42,85,72,65,54,17,54,3,0,27.5,246,408,388,72,57,654,334,320
0272985,Steele Creek,2018,2022,6542,221,298,401,749,636,396,978,1070,443,606,520,196,28,39.1,1251,5291,4841,1217,744,6542,3458,3084
0273070,Sterling,2018,2022,6307,184,533,193,399,406,650,541,889,400,686,883,478,65,47.6,1169,5138,4834,1678,1426,6307,3329,2978
0273290,Stevens Village,2018,2022,9,0,0,0,0,0,3,0,3,3,0,0,0,0,52.5,0,9,9,0,0,9,6,3
0273400,Stony River,2018,2022,41,5,9,6,0,0,9,3,3,3,1,2,0,0,26.1,20,21,21,3,2,41,24,17
0273950,Sunrise,2018,2022,14,0,0,0,0,0,0,0,0,0,0,14,0,0,,0,14,14,14,14,14,14,0
0274340,Susitna,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0274350,Susitna North,2018,2022,1543,78,57,124,74,50,216,185,186,148,145,229,51,0,44.2,297,1246,1194,367,280,1543,833,710
0274610,Takotna,2018,2022,58,9,13,13,0,0,14,3,3,1,0,2,0,0,11.5,35,23,23,2,2,58,20,38
0274830,Talkeetna,2018,2022,1044,42,128,132,61,18,68,165,171,76,60,112,11,0,41.5,363,681,681,154,123,1044,499,545
0275050,Tanacross,2018,2022,136,9,13,7,10,27,7,24,4,9,14,10,1,1,32.3,35,101,97,19,12,136,77,59
0275077,Tanaina,2018,2022,9682,574,745,839,702,628,1368,1571,1218,600,612,551,256,18,34.9,2556,7126,6677,1203,825,9682,5050,4632
0275160,Tanana,2018,2022,214,21,22,15,8,21,13,16,24,19,13,22,17,3,37.3,61,153,143,55,42,214,114,100
0275380,Tatitlek,2018,2022,40,0,0,5,6,0,5,3,6,4,0,9,2,0,48.3,5,35,29,11,11,40,16,24
0275930,Teller,2018,2022,279,6,18,39,40,24,31,20,26,16,12,19,28,0,28.9,92,187,174,54,47,279,146,133
0276260,Tenakee Springs,2018,2022,136,0,9,0,0,0,0,3,38,13,15,48,3,7,64,9,127,127,70,58,136,74,62
0276590,Tetlin,2018,2022,201,29,13,30,10,16,14,32,23,5,4,19,5,1,25.6,78,123,114,29,25,201,146,55
0277140,Thorne Bay,2018,2022,482,30,27,20,31,37,35,8,86,49,52,104,3,0,53.4,96,386,352,141,107,482,249,233
0277690,Togiak,2018,2022,842,93,70,50,48,77,139,68,73,47,20,121,28,8,30.5,247,595,566,171,157,842,483,359
0277800,Tok,2018,2022,1352,46,98,50,22,50,238,129,210,99,135,144,78,53,46.7,194,1158,1136,347,275,1352,711,641
0278240,Toksook Bay,2018,2022,914,153,106,47,120,35,109,78,105,38,25,59,33,6,24.3,366,548,486,119,98,914,453,461
0278297,Tolsona,2018,2022,29,0,0,0,0,0,0,0,0,0,21,8,0,0,,0,29,29,8,8,29,8,21
0278350,Tonsina,2018,2022,16,0,0,0,0,0,0,16,0,0,0,0,0,0,,0,16,16,0,0,16,0,16
0278680,Trapper Creek,2018,2022,303,0,6,7,14,0,8,12,45,25,76,81,24,5,63.4,23,280,276,162,110,303,181,122
0278790,Tuluksak,2018,2022,456,12,3,16,11,5,208,14,166,11,0,7,3,0,33.9,40,416,409,10,10,456,412,44
0279120,Tuntutuliak,2018,2022,820,98,75,63,85,47,253,56,58,27,18,21,19,0,28.2,284,536,495,53,40,820,326,494
0279230,Tununak,2018,2022,450,71,66,20,38,46,82,27,39,31,16,11,3,0,23.7,178,272,247,23,14,450,264,186
0279780,Twin Hills,2018,2022,53,6,5,6,0,2,8,4,4,8,1,9,0,0,34.8,17,36,35,10,9,53,31,22
0279830,Two Rivers,2018,2022,424,0,0,17,9,0,84,25,103,19,32,135,0,0,54.3,26,398,398,167,135,424,280,144
0279890,Tyonek,2018,2022,270,5,13,21,19,43,36,30,46,21,28,6,0,2,34.5,48,222,210,29,8,270,163,107
0280100,Ugashik,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0280660,Unalakleet,2018,2022,743,81,37,52,28,45,87,119,92,93,37,45,20,7,41.1,185,558,538,76,72,743,343,400
0280770,Unalaska,2018,2022,4342,193,245,160,284,264,734,735,957,350,174,212,32,2,38.7,741,3601,3435,318,246,4342,2840,1502
0281320,Upper Kalskag,2018,2022,253,40,43,25,24,15,30,24,17,12,17,4,2,0,18.9,118,135,116,16,6,253,137,116
0281920,Utqiagvik,2018,2022,4876,315,409,525,386,368,704,532,473,393,260,400,95,16,30.7,1538,3338,3152,605,511,4876,2504,2372
0282200,Valdez,2018,2022,3935,243,213,313,225,212,557,664,490,151,423,331,99,14,38.8,882,3053,2916,688,444,3935,2098,1837
0282420,Venetie,2018,2022,109,9,4,9,5,25,8,10,3,3,5,28,0,0,25.6,27,82,75,33,28,109,58,51
0282750,Wainwright,2018,2022,621,30,52,51,67,13,59,65,192,20,23,31,15,3,40.8,173,448,421,54,49,621,373,248
0283080,Wasilla,2018,2022,9267,596,660,640,487,495,1616,1239,971,447,587,911,373,245,35.9,2296,6971,6843,1951,1529,9267,4701,4566
0284120,Whitestone,2018,2022,38,0,0,0,0,0,19,0,7,0,0,12,0,0,40.5,0,38,38,12,12,38,26,12
0284200,Whitestone Logging Camp,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0284510,Whittier,2018,2022,377,34,16,26,19,33,56,42,34,34,29,38,11,5,36.5,91,286,280,74,54,377,176,201
0285280,Willow,2018,2022,1952,154,147,99,114,43,172,205,249,130,198,274,127,40,46.2,477,1475,1438,553,441,1952,1046,906
0285290,Willow Creek,2018,2022,123,0,0,0,0,0,0,0,30,28,9,47,9,0,60.4,0,123,123,56,56,123,85,38
0285610,Wiseman,2018,2022,19,0,0,0,0,0,0,0,14,0,5,0,0,0,,0,19,19,0,0,19,5,14
0285680,Womens Bay,2018,2022,1063,55,74,44,132,6,193,165,51,17,151,151,24,0,35.5,246,817,758,284,175,1063,555,508
0286380,Wrangell,2018,2022,2134,137,126,125,114,73,249,163,255,146,170,299,222,55,48.9,472,1662,1617,674,576,2134,1136,998
0286490,Yakutat,2018,2022,564,43,23,19,34,48,69,63,59,29,38,93,37,9,41.3,105,459,445,159,139,564,352,212
